r1	r2	sample	BC
CLL_14-2116_S198_L007_R1_001.fastq.gz	CLL_14-2116_S198_L007_R2_001.fastq.gz	CLL_14-2116_S198_L007	SDYZMHFF
CLL_14-2116_S199_L007_R1_001.fastq.gz	CLL_14-2116_S199_L007_R2_001.fastq.gz	CLL_14-2116_S199_L007	QUTKWAEC
CLL_14-2116_S19_L001_R1_001.fastq.gz	CLL_14-2116_S19_L001_R2_001.fastq.gz	CLL_14-2116_S19_L001	SGMPMGPH
CLL_14-2116_S1_L006_R1_001.fastq.gz	CLL_14-2116_S1_L006_R2_001.fastq.gz	CLL_14-2116_S1_L006	IPAOIZVY
CLL_14-2116_S200_L006_R1_001.fastq.gz	CLL_14-2116_S200_L006_R2_001.fastq.gz	CLL_14-2116_S200_L006	UZSSEDED
CLL_14-2116_S202_L006_R1_001.fastq.gz	CLL_14-2116_S202_L006_R2_001.fastq.gz	CLL_14-2116_S202_L006	CJFDLRVT
CLL_14-2116_S203_L006_R1_001.fastq.gz	CLL_14-2116_S203_L006_R2_001.fastq.gz	CLL_14-2116_S203_L006	WUFFOMMX
CLL_14-2116_S204_L006_R1_001.fastq.gz	CLL_14-2116_S204_L006_R2_001.fastq.gz	CLL_14-2116_S204_L006	SPFVFQVA
CLL_14-2116_S204_L007_R1_001.fastq.gz	CLL_14-2116_S204_L007_R2_001.fastq.gz	CLL_14-2116_S204_L007	NJMMGNSY
CLL_14-2116_S205_L001_R1_001.fastq.gz	CLL_14-2116_S205_L001_R2_001.fastq.gz	CLL_14-2116_S205_L001	YNTZWAQE
CLL_14-2116_S205_L007_R1_001.fastq.gz	CLL_14-2116_S205_L007_R2_001.fastq.gz	CLL_14-2116_S205_L007	GSIMPKHE
CLL_14-2116_S206_L006_R1_001.fastq.gz	CLL_14-2116_S206_L006_R2_001.fastq.gz	CLL_14-2116_S206_L006	VGGYINLT
CLL_14-2116_S206_L007_R1_001.fastq.gz	CLL_14-2116_S206_L007_R2_001.fastq.gz	CLL_14-2116_S206_L007	UOSMKTAJ
CLL_14-2116_S20_L001_R1_001.fastq.gz	CLL_14-2116_S20_L001_R2_001.fastq.gz	CLL_14-2116_S20_L001	XUMDDXCD
CLL_14-2116_S20_L007_R1_001.fastq.gz	CLL_14-2116_S20_L007_R2_001.fastq.gz	CLL_14-2116_S20_L007	WNIVZCHG
CLL_14-2116_S210_L001_R1_001.fastq.gz	CLL_14-2116_S210_L001_R2_001.fastq.gz	CLL_14-2116_S210_L001	IAKDQHMH
CLL_14-2116_S213_L006_R1_001.fastq.gz	CLL_14-2116_S213_L006_R2_001.fastq.gz	CLL_14-2116_S213_L006	TCVXOCPD
CLL_14-2116_S214_L007_R1_001.fastq.gz	CLL_14-2116_S214_L007_R2_001.fastq.gz	CLL_14-2116_S214_L007	RMNXNZNS
CLL_14-2116_S215_L001_R1_001.fastq.gz	CLL_14-2116_S215_L001_R2_001.fastq.gz	CLL_14-2116_S215_L001	LGGQWDDC
CLL_14-2116_S216_L001_R1_001.fastq.gz	CLL_14-2116_S216_L001_R2_001.fastq.gz	CLL_14-2116_S216_L001	BZWSUDNP
CLL_14-2116_S21_L001_R1_001.fastq.gz	CLL_14-2116_S21_L001_R2_001.fastq.gz	CLL_14-2116_S21_L001	ZMLMCYDX
CLL_14-2116_S222_L007_R1_001.fastq.gz	CLL_14-2116_S222_L007_R2_001.fastq.gz	CLL_14-2116_S222_L007	VNBZFFIN
CLL_14-2116_S224_L006_R1_001.fastq.gz	CLL_14-2116_S224_L006_R2_001.fastq.gz	CLL_14-2116_S224_L006	HMZAVUFY
CLL_14-2116_S225_L007_R1_001.fastq.gz	CLL_14-2116_S225_L007_R2_001.fastq.gz	CLL_14-2116_S225_L007	TPCOEHTG
CLL_14-2116_S226_L001_R1_001.fastq.gz	CLL_14-2116_S226_L001_R2_001.fastq.gz	CLL_14-2116_S226_L001	GXGJVCCM
CLL_14-2116_S226_L007_R1_001.fastq.gz	CLL_14-2116_S226_L007_R2_001.fastq.gz	CLL_14-2116_S226_L007	GXCVOWBL
CLL_14-2116_S228_L001_R1_001.fastq.gz	CLL_14-2116_S228_L001_R2_001.fastq.gz	CLL_14-2116_S228_L001	IDUPBJZW
CLL_14-2116_S228_L006_R1_001.fastq.gz	CLL_14-2116_S228_L006_R2_001.fastq.gz	CLL_14-2116_S228_L006	EENAIUII
CLL_14-2116_S228_L007_R1_001.fastq.gz	CLL_14-2116_S228_L007_R2_001.fastq.gz	CLL_14-2116_S228_L007	AHBRUXGL
CLL_14-2116_S229_L007_R1_001.fastq.gz	CLL_14-2116_S229_L007_R2_001.fastq.gz	CLL_14-2116_S229_L007	EAAADBCT
CLL_14-2116_S22_L006_R1_001.fastq.gz	CLL_14-2116_S22_L006_R2_001.fastq.gz	CLL_14-2116_S22_L006	WIQASCHB
CLL_14-2116_S230_L001_R1_001.fastq.gz	CLL_14-2116_S230_L001_R2_001.fastq.gz	CLL_14-2116_S230_L001	QBPLBFIJ
CLL_14-2116_S230_L007_R1_001.fastq.gz	CLL_14-2116_S230_L007_R2_001.fastq.gz	CLL_14-2116_S230_L007	VSTPOQXK
CLL_14-2116_S231_L007_R1_001.fastq.gz	CLL_14-2116_S231_L007_R2_001.fastq.gz	CLL_14-2116_S231_L007	ZIDUVVYH
CLL_14-2116_S232_L001_R1_001.fastq.gz	CLL_14-2116_S232_L001_R2_001.fastq.gz	CLL_14-2116_S232_L001	XYINUZGN
CLL_14-2116_S234_L007_R1_001.fastq.gz	CLL_14-2116_S234_L007_R2_001.fastq.gz	CLL_14-2116_S234_L007	ODLKGPJK
CLL_14-2116_S236_L007_R1_001.fastq.gz	CLL_14-2116_S236_L007_R2_001.fastq.gz	CLL_14-2116_S236_L007	FSDVFJNQ
CLL_14-2116_S237_L001_R1_001.fastq.gz	CLL_14-2116_S237_L001_R2_001.fastq.gz	CLL_14-2116_S237_L001	APLRMQUZ
CLL_14-2116_S238_L001_R1_001.fastq.gz	CLL_14-2116_S238_L001_R2_001.fastq.gz	CLL_14-2116_S238_L001	USROYVFL
CLL_14-2116_S239_L001_R1_001.fastq.gz	CLL_14-2116_S239_L001_R2_001.fastq.gz	CLL_14-2116_S239_L001	RQQPEKOC
CLL_14-2116_S239_L006_R1_001.fastq.gz	CLL_14-2116_S239_L006_R2_001.fastq.gz	CLL_14-2116_S239_L006	OJFTBCGG
CLL_14-2116_S23_L006_R1_001.fastq.gz	CLL_14-2116_S23_L006_R2_001.fastq.gz	CLL_14-2116_S23_L006	QLNRCWWU
CLL_14-2116_S23_L007_R1_001.fastq.gz	CLL_14-2116_S23_L007_R2_001.fastq.gz	CLL_14-2116_S23_L007	JVIZGBIY
CLL_14-2116_S244_L006_R1_001.fastq.gz	CLL_14-2116_S244_L006_R2_001.fastq.gz	CLL_14-2116_S244_L006	JQPSVQTD
CLL_14-2116_S244_L007_R1_001.fastq.gz	CLL_14-2116_S244_L007_R2_001.fastq.gz	CLL_14-2116_S244_L007	JBJNJAMH
CLL_14-2116_S245_L001_R1_001.fastq.gz	CLL_14-2116_S245_L001_R2_001.fastq.gz	CLL_14-2116_S245_L001	ONIUYGSO
CLL_14-2116_S246_L001_R1_001.fastq.gz	CLL_14-2116_S246_L001_R2_001.fastq.gz	CLL_14-2116_S246_L001	KMPEXPCX
CLL_14-2116_S250_L001_R1_001.fastq.gz	CLL_14-2116_S250_L001_R2_001.fastq.gz	CLL_14-2116_S250_L001	KVCJCNLB
CLL_14-2116_S250_L006_R1_001.fastq.gz	CLL_14-2116_S250_L006_R2_001.fastq.gz	CLL_14-2116_S250_L006	LQMXYIZJ
CLL_14-2116_S251_L006_R1_001.fastq.gz	CLL_14-2116_S251_L006_R2_001.fastq.gz	CLL_14-2116_S251_L006	IIMZKHDX
CLL_14-2116_S253_L006_R1_001.fastq.gz	CLL_14-2116_S253_L006_R2_001.fastq.gz	CLL_14-2116_S253_L006	XEEXQOAM
CLL_14-2116_S255_L006_R1_001.fastq.gz	CLL_14-2116_S255_L006_R2_001.fastq.gz	CLL_14-2116_S255_L006	YNYCACCA
CLL_14-2116_S256_L007_R1_001.fastq.gz	CLL_14-2116_S256_L007_R2_001.fastq.gz	CLL_14-2116_S256_L007	YMTTAWXV
CLL_14-2116_S257_L001_R1_001.fastq.gz	CLL_14-2116_S257_L001_R2_001.fastq.gz	CLL_14-2116_S257_L001	GAKLTOIK
CLL_14-2116_S257_L006_R1_001.fastq.gz	CLL_14-2116_S257_L006_R2_001.fastq.gz	CLL_14-2116_S257_L006	BDSGDKGD
CLL_14-2116_S259_L001_R1_001.fastq.gz	CLL_14-2116_S259_L001_R2_001.fastq.gz	CLL_14-2116_S259_L001	EWFETJUS
CLL_14-2116_S259_L006_R1_001.fastq.gz	CLL_14-2116_S259_L006_R2_001.fastq.gz	CLL_14-2116_S259_L006	QRFQUALK
CLL_14-2116_S261_L001_R1_001.fastq.gz	CLL_14-2116_S261_L001_R2_001.fastq.gz	CLL_14-2116_S261_L001	TVXCWKRF
CLL_14-2116_S263_L007_R1_001.fastq.gz	CLL_14-2116_S263_L007_R2_001.fastq.gz	CLL_14-2116_S263_L007	YGEPHAET
CLL_14-2116_S264_L006_R1_001.fastq.gz	CLL_14-2116_S264_L006_R2_001.fastq.gz	CLL_14-2116_S264_L006	EBGXCYVU
CLL_14-2116_S264_L007_R1_001.fastq.gz	CLL_14-2116_S264_L007_R2_001.fastq.gz	CLL_14-2116_S264_L007	LUYEKQVO
CLL_14-2116_S265_L007_R1_001.fastq.gz	CLL_14-2116_S265_L007_R2_001.fastq.gz	CLL_14-2116_S265_L007	EDAFUSHM
CLL_14-2116_S266_L007_R1_001.fastq.gz	CLL_14-2116_S266_L007_R2_001.fastq.gz	CLL_14-2116_S266_L007	KVOXGTXF
CLL_14-2116_S26_L001_R1_001.fastq.gz	CLL_14-2116_S26_L001_R2_001.fastq.gz	CLL_14-2116_S26_L001	QHKMCWMX
CLL_14-2116_S26_L007_R1_001.fastq.gz	CLL_14-2116_S26_L007_R2_001.fastq.gz	CLL_14-2116_S26_L007	ZALKUMOZ
CLL_14-2116_S270_L001_R1_001.fastq.gz	CLL_14-2116_S270_L001_R2_001.fastq.gz	CLL_14-2116_S270_L001	YVVMUXSB
CLL_14-2116_S270_L006_R1_001.fastq.gz	CLL_14-2116_S270_L006_R2_001.fastq.gz	CLL_14-2116_S270_L006	JHCAKUGO
CLL_14-2116_S270_L007_R1_001.fastq.gz	CLL_14-2116_S270_L007_R2_001.fastq.gz	CLL_14-2116_S270_L007	NIJOCMHG
CLL_14-2116_S275_L007_R1_001.fastq.gz	CLL_14-2116_S275_L007_R2_001.fastq.gz	CLL_14-2116_S275_L007	HTJTZOJS
CLL_14-2116_S278_L001_R1_001.fastq.gz	CLL_14-2116_S278_L001_R2_001.fastq.gz	CLL_14-2116_S278_L001	TUHDFGCF
CLL_14-2116_S278_L006_R1_001.fastq.gz	CLL_14-2116_S278_L006_R2_001.fastq.gz	CLL_14-2116_S278_L006	QDXPEZXS
CLL_14-2116_S27_L001_R1_001.fastq.gz	CLL_14-2116_S27_L001_R2_001.fastq.gz	CLL_14-2116_S27_L001	DJIAXPOI
CLL_14-2116_S27_L006_R1_001.fastq.gz	CLL_14-2116_S27_L006_R2_001.fastq.gz	CLL_14-2116_S27_L006	FYFBBJWE
CLL_14-2116_S281_L001_R1_001.fastq.gz	CLL_14-2116_S281_L001_R2_001.fastq.gz	CLL_14-2116_S281_L001	HILXSKUV
CLL_14-2116_S282_L001_R1_001.fastq.gz	CLL_14-2116_S282_L001_R2_001.fastq.gz	CLL_14-2116_S282_L001	OKJCZKFM
CLL_14-2116_S283_L007_R1_001.fastq.gz	CLL_14-2116_S283_L007_R2_001.fastq.gz	CLL_14-2116_S283_L007	YIAWOWVD
CLL_14-2116_S284_L006_R1_001.fastq.gz	CLL_14-2116_S284_L006_R2_001.fastq.gz	CLL_14-2116_S284_L006	ASVBLJYQ
CLL_14-2116_S285_L001_R1_001.fastq.gz	CLL_14-2116_S285_L001_R2_001.fastq.gz	CLL_14-2116_S285_L001	YTKETICZ
CLL_14-2116_S285_L006_R1_001.fastq.gz	CLL_14-2116_S285_L006_R2_001.fastq.gz	CLL_14-2116_S285_L006	WOIROVSI
CLL_14-2116_S286_L001_R1_001.fastq.gz	CLL_14-2116_S286_L001_R2_001.fastq.gz	CLL_14-2116_S286_L001	RTBLAUWY
CLL_14-2116_S286_L007_R1_001.fastq.gz	CLL_14-2116_S286_L007_R2_001.fastq.gz	CLL_14-2116_S286_L007	LFNLWYAK
CLL_14-2116_S287_L001_R1_001.fastq.gz	CLL_14-2116_S287_L001_R2_001.fastq.gz	CLL_14-2116_S287_L001	EUKTWWIS
CLL_14-2116_S290_L007_R1_001.fastq.gz	CLL_14-2116_S290_L007_R2_001.fastq.gz	CLL_14-2116_S290_L007	NPTRHPCD
CLL_14-2116_S291_L001_R1_001.fastq.gz	CLL_14-2116_S291_L001_R2_001.fastq.gz	CLL_14-2116_S291_L001	QCPEWOQA
CLL_14-2116_S293_L006_R1_001.fastq.gz	CLL_14-2116_S293_L006_R2_001.fastq.gz	CLL_14-2116_S293_L006	OVZXAIJJ
CLL_14-2116_S294_L006_R1_001.fastq.gz	CLL_14-2116_S294_L006_R2_001.fastq.gz	CLL_14-2116_S294_L006	HSOMCTSR
CLL_14-2116_S295_L006_R1_001.fastq.gz	CLL_14-2116_S295_L006_R2_001.fastq.gz	CLL_14-2116_S295_L006	SZMLEWDP
CLL_14-2116_S299_L001_R1_001.fastq.gz	CLL_14-2116_S299_L001_R2_001.fastq.gz	CLL_14-2116_S299_L001	WVYLRYXO
CLL_14-2116_S29_L007_R1_001.fastq.gz	CLL_14-2116_S29_L007_R2_001.fastq.gz	CLL_14-2116_S29_L007	BZTCIYOY
CLL_14-2116_S2_L006_R1_001.fastq.gz	CLL_14-2116_S2_L006_R2_001.fastq.gz	CLL_14-2116_S2_L006	PGEYFAQO
CLL_14-2116_S2_L007_R1_001.fastq.gz	CLL_14-2116_S2_L007_R2_001.fastq.gz	CLL_14-2116_S2_L007	UZKARJTD
CLL_14-2116_S300_L006_R1_001.fastq.gz	CLL_14-2116_S300_L006_R2_001.fastq.gz	CLL_14-2116_S300_L006	WQDHOMXT
CLL_14-2116_S300_L007_R1_001.fastq.gz	CLL_14-2116_S300_L007_R2_001.fastq.gz	CLL_14-2116_S300_L007	FXTHSDYG
CLL_14-2116_S301_L007_R1_001.fastq.gz	CLL_14-2116_S301_L007_R2_001.fastq.gz	CLL_14-2116_S301_L007	KBONCSPC
CLL_14-2116_S303_L007_R1_001.fastq.gz	CLL_14-2116_S303_L007_R2_001.fastq.gz	CLL_14-2116_S303_L007	HJOZETRF
CLL_14-2116_S305_L001_R1_001.fastq.gz	CLL_14-2116_S305_L001_R2_001.fastq.gz	CLL_14-2116_S305_L001	LSIUYZQQ
CLL_14-2116_S306_L001_R1_001.fastq.gz	CLL_14-2116_S306_L001_R2_001.fastq.gz	CLL_14-2116_S306_L001	ZEEJASAX
CLL_14-2116_S306_L007_R1_001.fastq.gz	CLL_14-2116_S306_L007_R2_001.fastq.gz	CLL_14-2116_S306_L007	MHXJLQTJ
CLL_14-2116_S308_L001_R1_001.fastq.gz	CLL_14-2116_S308_L001_R2_001.fastq.gz	CLL_14-2116_S308_L001	IGEZKMNP
CLL_14-2116_S308_L006_R1_001.fastq.gz	CLL_14-2116_S308_L006_R2_001.fastq.gz	CLL_14-2116_S308_L006	YAZPVAEK
CLL_14-2116_S316_L001_R1_001.fastq.gz	CLL_14-2116_S316_L001_R2_001.fastq.gz	CLL_14-2116_S316_L001	OFFLUEWA
CLL_14-2116_S316_L007_R1_001.fastq.gz	CLL_14-2116_S316_L007_R2_001.fastq.gz	CLL_14-2116_S316_L007	JRZPCKSA
CLL_14-2116_S319_L001_R1_001.fastq.gz	CLL_14-2116_S319_L001_R2_001.fastq.gz	CLL_14-2116_S319_L001	JAHKCFZI
CLL_14-2116_S31_L007_R1_001.fastq.gz	CLL_14-2116_S31_L007_R2_001.fastq.gz	CLL_14-2116_S31_L007	MRUCXPPY
CLL_14-2116_S320_L007_R1_001.fastq.gz	CLL_14-2116_S320_L007_R2_001.fastq.gz	CLL_14-2116_S320_L007	KEPAYXEQ
CLL_14-2116_S321_L001_R1_001.fastq.gz	CLL_14-2116_S321_L001_R2_001.fastq.gz	CLL_14-2116_S321_L001	VQKBPMLV
CLL_14-2116_S322_L001_R1_001.fastq.gz	CLL_14-2116_S322_L001_R2_001.fastq.gz	CLL_14-2116_S322_L001	GRTKOWJY
CLL_14-2116_S323_L001_R1_001.fastq.gz	CLL_14-2116_S323_L001_R2_001.fastq.gz	CLL_14-2116_S323_L001	PJWPIJGE
CLL_14-2116_S326_L006_R1_001.fastq.gz	CLL_14-2116_S326_L006_R2_001.fastq.gz	CLL_14-2116_S326_L006	LIFRMWWH
CLL_14-2116_S326_L007_R1_001.fastq.gz	CLL_14-2116_S326_L007_R2_001.fastq.gz	CLL_14-2116_S326_L007	KZZSNQSP
CLL_14-2116_S327_L007_R1_001.fastq.gz	CLL_14-2116_S327_L007_R2_001.fastq.gz	CLL_14-2116_S327_L007	MCJBITCR
CLL_14-2116_S328_L006_R1_001.fastq.gz	CLL_14-2116_S328_L006_R2_001.fastq.gz	CLL_14-2116_S328_L006	TMGXIDEA
CLL_14-2116_S329_L006_R1_001.fastq.gz	CLL_14-2116_S329_L006_R2_001.fastq.gz	CLL_14-2116_S329_L006	YSRLRXBV
CLL_14-2116_S329_L007_R1_001.fastq.gz	CLL_14-2116_S329_L007_R2_001.fastq.gz	CLL_14-2116_S329_L007	ROPIBXHO
CLL_14-2116_S32_L001_R1_001.fastq.gz	CLL_14-2116_S32_L001_R2_001.fastq.gz	CLL_14-2116_S32_L001	VFTQBZOD
CLL_14-2116_S330_L001_R1_001.fastq.gz	CLL_14-2116_S330_L001_R2_001.fastq.gz	CLL_14-2116_S330_L001	VWDOMSEC
CLL_14-2116_S330_L007_R1_001.fastq.gz	CLL_14-2116_S330_L007_R2_001.fastq.gz	CLL_14-2116_S330_L007	MLEHNWMM
CLL_14-2116_S331_L006_R1_001.fastq.gz	CLL_14-2116_S331_L006_R2_001.fastq.gz	CLL_14-2116_S331_L006	QTETTRMI
CLL_14-2116_S331_L007_R1_001.fastq.gz	CLL_14-2116_S331_L007_R2_001.fastq.gz	CLL_14-2116_S331_L007	VVXQHFIC
CLL_14-2116_S332_L007_R1_001.fastq.gz	CLL_14-2116_S332_L007_R2_001.fastq.gz	CLL_14-2116_S332_L007	XYGJAQCD
CLL_14-2116_S333_L006_R1_001.fastq.gz	CLL_14-2116_S333_L006_R2_001.fastq.gz	CLL_14-2116_S333_L006	XJDROBTD
CLL_14-2116_S335_L006_R1_001.fastq.gz	CLL_14-2116_S335_L006_R2_001.fastq.gz	CLL_14-2116_S335_L006	BARIQOOY
CLL_14-2116_S336_L006_R1_001.fastq.gz	CLL_14-2116_S336_L006_R2_001.fastq.gz	CLL_14-2116_S336_L006	NLSKZWIS
CLL_14-2116_S337_L006_R1_001.fastq.gz	CLL_14-2116_S337_L006_R2_001.fastq.gz	CLL_14-2116_S337_L006	MYWPWIAJ
CLL_14-2116_S339_L006_R1_001.fastq.gz	CLL_14-2116_S339_L006_R2_001.fastq.gz	CLL_14-2116_S339_L006	OCRDIDAB
CLL_14-2116_S341_L006_R1_001.fastq.gz	CLL_14-2116_S341_L006_R2_001.fastq.gz	CLL_14-2116_S341_L006	HLLEXTXX
CLL_14-2116_S344_L007_R1_001.fastq.gz	CLL_14-2116_S344_L007_R2_001.fastq.gz	CLL_14-2116_S344_L007	GENZDNJR
CLL_14-2116_S345_L001_R1_001.fastq.gz	CLL_14-2116_S345_L001_R2_001.fastq.gz	CLL_14-2116_S345_L001	EZMEXMTC
CLL_14-2116_S345_L006_R1_001.fastq.gz	CLL_14-2116_S345_L006_R2_001.fastq.gz	CLL_14-2116_S345_L006	GWBRPPMC
CLL_14-2116_S345_L007_R1_001.fastq.gz	CLL_14-2116_S345_L007_R2_001.fastq.gz	CLL_14-2116_S345_L007	VEMCIDGC
CLL_14-2116_S346_L001_R1_001.fastq.gz	CLL_14-2116_S346_L001_R2_001.fastq.gz	CLL_14-2116_S346_L001	VERTJZPK
CLL_14-2116_S346_L007_R1_001.fastq.gz	CLL_14-2116_S346_L007_R2_001.fastq.gz	CLL_14-2116_S346_L007	YTQRCAOF
CLL_14-2116_S347_L001_R1_001.fastq.gz	CLL_14-2116_S347_L001_R2_001.fastq.gz	CLL_14-2116_S347_L001	DSMGCOGA
CLL_14-2116_S347_L006_R1_001.fastq.gz	CLL_14-2116_S347_L006_R2_001.fastq.gz	CLL_14-2116_S347_L006	GFOFWBBY
CLL_14-2116_S348_L001_R1_001.fastq.gz	CLL_14-2116_S348_L001_R2_001.fastq.gz	CLL_14-2116_S348_L001	QSVNVVWR
CLL_14-2116_S34_L001_R1_001.fastq.gz	CLL_14-2116_S34_L001_R2_001.fastq.gz	CLL_14-2116_S34_L001	FOTSEVXX
CLL_14-2116_S34_L006_R1_001.fastq.gz	CLL_14-2116_S34_L006_R2_001.fastq.gz	CLL_14-2116_S34_L006	IPBSEZLQ
CLL_14-2116_S351_L006_R1_001.fastq.gz	CLL_14-2116_S351_L006_R2_001.fastq.gz	CLL_14-2116_S351_L006	MIVYDADK
CLL_14-2116_S353_L006_R1_001.fastq.gz	CLL_14-2116_S353_L006_R2_001.fastq.gz	CLL_14-2116_S353_L006	WBUPSEEZ
CLL_14-2116_S353_L007_R1_001.fastq.gz	CLL_14-2116_S353_L007_R2_001.fastq.gz	CLL_14-2116_S353_L007	ZYKOPUKN
CLL_14-2116_S354_L007_R1_001.fastq.gz	CLL_14-2116_S354_L007_R2_001.fastq.gz	CLL_14-2116_S354_L007	EMRPKYYJ
CLL_14-2116_S357_L006_R1_001.fastq.gz	CLL_14-2116_S357_L006_R2_001.fastq.gz	CLL_14-2116_S357_L006	YORPWLUB
CLL_14-2116_S362_L007_R1_001.fastq.gz	CLL_14-2116_S362_L007_R2_001.fastq.gz	CLL_14-2116_S362_L007	UFAMHAOO
CLL_14-2116_S363_L001_R1_001.fastq.gz	CLL_14-2116_S363_L001_R2_001.fastq.gz	CLL_14-2116_S363_L001	CTGDWQNR
CLL_14-2116_S363_L007_R1_001.fastq.gz	CLL_14-2116_S363_L007_R2_001.fastq.gz	CLL_14-2116_S363_L007	UJAZVPOW
CLL_14-2116_S364_L006_R1_001.fastq.gz	CLL_14-2116_S364_L006_R2_001.fastq.gz	CLL_14-2116_S364_L006	NXKGYNXA
CLL_14-2116_S368_L006_R1_001.fastq.gz	CLL_14-2116_S368_L006_R2_001.fastq.gz	CLL_14-2116_S368_L006	BYZWGQKR
CLL_14-2116_S371_L006_R1_001.fastq.gz	CLL_14-2116_S371_L006_R2_001.fastq.gz	CLL_14-2116_S371_L006	QNFUTLMV
CLL_14-2116_S373_L001_R1_001.fastq.gz	CLL_14-2116_S373_L001_R2_001.fastq.gz	CLL_14-2116_S373_L001	XCYPEZPW
CLL_14-2116_S378_L007_R1_001.fastq.gz	CLL_14-2116_S378_L007_R2_001.fastq.gz	CLL_14-2116_S378_L007	OGVXSYES
CLL_14-2116_S37_L001_R1_001.fastq.gz	CLL_14-2116_S37_L001_R2_001.fastq.gz	CLL_14-2116_S37_L001	URNMGOAC
CLL_14-2116_S380_L001_R1_001.fastq.gz	CLL_14-2116_S380_L001_R2_001.fastq.gz	CLL_14-2116_S380_L001	BPTTIISY
CLL_14-2116_S380_L006_R1_001.fastq.gz	CLL_14-2116_S380_L006_R2_001.fastq.gz	CLL_14-2116_S380_L006	WWOKZEHW
CLL_14-2116_S380_L007_R1_001.fastq.gz	CLL_14-2116_S380_L007_R2_001.fastq.gz	CLL_14-2116_S380_L007	STPSOHLO
CLL_14-2116_S383_L001_R1_001.fastq.gz	CLL_14-2116_S383_L001_R2_001.fastq.gz	CLL_14-2116_S383_L001	VTLBGMLQ
CLL_14-2116_S384_L006_R1_001.fastq.gz	CLL_14-2116_S384_L006_R2_001.fastq.gz	CLL_14-2116_S384_L006	ZWGLWXQO
CLL_14-2116_S38_L006_R1_001.fastq.gz	CLL_14-2116_S38_L006_R2_001.fastq.gz	CLL_14-2116_S38_L006	CRJQSDIP
CLL_14-2116_S40_L006_R1_001.fastq.gz	CLL_14-2116_S40_L006_R2_001.fastq.gz	CLL_14-2116_S40_L006	XXJMQQEH
CLL_14-2116_S40_L007_R1_001.fastq.gz	CLL_14-2116_S40_L007_R2_001.fastq.gz	CLL_14-2116_S40_L007	UPDUJNRL
CLL_14-2116_S42_L001_R1_001.fastq.gz	CLL_14-2116_S42_L001_R2_001.fastq.gz	CLL_14-2116_S42_L001	MQTQQTSS
CLL_14-2116_S43_L007_R1_001.fastq.gz	CLL_14-2116_S43_L007_R2_001.fastq.gz	CLL_14-2116_S43_L007	IVSWKYMH
CLL_14-2116_S45_L007_R1_001.fastq.gz	CLL_14-2116_S45_L007_R2_001.fastq.gz	CLL_14-2116_S45_L007	ASLMEVNA
CLL_14-2116_S48_L007_R1_001.fastq.gz	CLL_14-2116_S48_L007_R2_001.fastq.gz	CLL_14-2116_S48_L007	LWWZISQC
CLL_14-2116_S49_L007_R1_001.fastq.gz	CLL_14-2116_S49_L007_R2_001.fastq.gz	CLL_14-2116_S49_L007	AQDTZEND
CLL_14-2116_S4_L001_R1_001.fastq.gz	CLL_14-2116_S4_L001_R2_001.fastq.gz	CLL_14-2116_S4_L001	FCMMAGHF
CLL_14-2116_S50_L007_R1_001.fastq.gz	CLL_14-2116_S50_L007_R2_001.fastq.gz	CLL_14-2116_S50_L007	JGTHDAKK
CLL_14-2116_S51_L007_R1_001.fastq.gz	CLL_14-2116_S51_L007_R2_001.fastq.gz	CLL_14-2116_S51_L007	XTFBSHLM
CLL_14-2116_S52_L006_R1_001.fastq.gz	CLL_14-2116_S52_L006_R2_001.fastq.gz	CLL_14-2116_S52_L006	FFKQPMFD
CLL_14-2116_S53_L006_R1_001.fastq.gz	CLL_14-2116_S53_L006_R2_001.fastq.gz	CLL_14-2116_S53_L006	MPCLDYQE
CLL_14-2116_S54_L001_R1_001.fastq.gz	CLL_14-2116_S54_L001_R2_001.fastq.gz	CLL_14-2116_S54_L001	LXMXSXSC
CLL_14-2116_S55_L007_R1_001.fastq.gz	CLL_14-2116_S55_L007_R2_001.fastq.gz	CLL_14-2116_S55_L007	KNMURCJL
CLL_14-2116_S58_L007_R1_001.fastq.gz	CLL_14-2116_S58_L007_R2_001.fastq.gz	CLL_14-2116_S58_L007	VDPHGYUT
CLL_14-2116_S59_L001_R1_001.fastq.gz	CLL_14-2116_S59_L001_R2_001.fastq.gz	CLL_14-2116_S59_L001	KRHOCAZT
CLL_14-2116_S5_L001_R1_001.fastq.gz	CLL_14-2116_S5_L001_R2_001.fastq.gz	CLL_14-2116_S5_L001	ZLNJFMXV
CLL_14-2116_S61_L001_R1_001.fastq.gz	CLL_14-2116_S61_L001_R2_001.fastq.gz	CLL_14-2116_S61_L001	TZDADKHS
CLL_14-2116_S61_L007_R1_001.fastq.gz	CLL_14-2116_S61_L007_R2_001.fastq.gz	CLL_14-2116_S61_L007	KUAVKARE
CLL_14-2116_S62_L006_R1_001.fastq.gz	CLL_14-2116_S62_L006_R2_001.fastq.gz	CLL_14-2116_S62_L006	MVJXYUTZ
CLL_14-2116_S65_L006_R1_001.fastq.gz	CLL_14-2116_S65_L006_R2_001.fastq.gz	CLL_14-2116_S65_L006	JBWRMVLJ
CLL_14-2116_S66_L007_R1_001.fastq.gz	CLL_14-2116_S66_L007_R2_001.fastq.gz	CLL_14-2116_S66_L007	IISRKBZR
